5322933,2023-08-31 22:00:04.020,4.134953
3123013,2023-08-31 22:00:04.522,3.760185
6705951,2023-08-31 22:00:04.941,4.049501
1619130,2023-08-31 22:00:05.067,4.28785
5644630,2023-08-31 22:00:05.203,4.145329
6985191,2023-08-31 22:00:08.318,3.838923
6542202,2023-08-31 22:00:09.262,3.968322
6057177,2023-08-31 22:00:15.308,3.987243
5473484,2023-08-31 22:00:16.830,4.119083
4942712,2023-08-31 22:00:17.248,3.647572
7338959,2023-08-31 22:00:18.863,3.98999
2389856,2023-08-31 22:00:21.057,4.204535
4098378,2023-08-31 22:00:21.642,3.913999
6573253,2023-08-31 22:00:26.427,3.955199
1154815,2023-08-31 22:00:28.271,3.861202
367929,2023-08-31 22:00:32.963,3.920103
6944604,2023-08-31 22:00:33.094,3.910337
2174128,2023-08-31 22:00:35.072,4.102298
5686628,2023-08-31 22:00:36.471,4.016236
4258671,2023-08-31 22:00:41.298,4.051027
4016316,2023-08-31 22:00:41.631,4.005249
228015,2023-08-31 22:00:42.532,3.920103
139700,2023-08-31 22:00:43.214,3.879208
7206254,2023-08-31 22:00:48.785,4.010743
517518,2023-08-31 22:00:50.353,3.84228
7594950,2023-08-31 22:00:50.687,3.874935
3539453,2023-08-31 22:00:53.093,3.76812
3765462,2023-08-31 22:00:53.905,4.262215
6443950,2023-08-31 22:00:55.773,3.979919
5173341,2023-08-31 22:00:59.521,4.018372
4207874,2023-08-31 22:00:59.987,3.898434
2318687,2023-08-31 22:01:02.559,4.224982
4885556,2023-08-31 22:01:03.708,3.911557
4521794,2023-08-31 22:01:04.629,3.996399
3454091,2023-08-31 22:01:09.168,3.969543
4693248,2023-08-31 22:01:09.450,4.210639
2710281,2023-08-31 22:01:12.382,3.683584
2058742,2023-08-31 22:01:13.457,4.15479
2757732,2023-08-31 22:01:22.467,3.958556
1011351,2023-08-31 22:01:31.113,4.136479
1300555,2023-08-31 22:01:31.147,3.952757
2390793,2023-08-31 22:01:31.688,4.154485
644439,2023-08-31 22:01:33.844,3.730888
3270628,2023-08-31 22:01:34.935,4.169134
7250757,2023-08-31 22:01:35.725,4.106876
3969817,2023-08-31 22:01:39.003,3.942076
3355422,2023-08-31 22:01:39.257,4.318064
1493686,2023-08-31 22:01:39.430,3.851741
4449207,2023-08-31 22:01:41.118,4.080325
1619052,2023-08-31 22:01:43.265,4.058657
6822213,2023-08-31 22:01:43.394,3.753471
3081380,2023-08-31 22:01:44.712,4.024171
5138494,2023-08-31 22:01:45.803,4.022034
605603,2023-08-31 22:01:47.697,4.286019
3031606,2023-08-31 22:01:52.250,4.243904
6136623,2023-08-31 22:01:55.871,4.22956
7511340,2023-08-31 22:01:57.216,3.901181
7206285,2023-08-31 22:01:59.330,4.018677
7387376,2023-08-31 22:02:00.264,3.905759
2174238,2023-08-31 22:02:01.365,4.21308
6302742,2023-08-31 22:02:09.406,4.044923
367205,2023-08-31 22:02:11.646,3.975646
6499544,2023-08-31 22:02:26.598,4.252449
5268512,2023-08-31 22:02:27.074,4.207892
7770190,2023-08-31 22:02:28.474,3.910337
453325,2023-08-31 22:02:29.510,3.946348
3605989,2023-08-31 22:02:37.521,3.868526
6782043,2023-08-31 22:02:38.586,4.154485
2319672,2023-08-31 22:02:41.283,4.29426
2802234,2023-08-31 22:02:42.022,4.003113
2390860,2023-08-31 22:02:42.196,4.207282
4522191,2023-08-31 22:02:44.768,4.129154
3915739,2023-08-31 22:02:50.180,3.76751
1261420,2023-08-31 22:02:50.702,4.021424
1439659,2023-08-31 22:02:56.345,3.782159
2105947,2023-08-31 22:03:09.281,3.831904
7206199,2023-08-31 22:03:09.833,3.902402
7551006,2023-08-31 22:03:09.949,3.853267
1619004,2023-08-31 22:03:21.406,4.311655
6354915,2023-08-31 22:03:26.468,4.22834
453769,2023-08-31 22:03:29.195,4.054079
5816289,2023-08-31 22:03:29.558,3.965575
1715047,2023-08-31 22:03:31.167,3.954894
7431812,2023-08-31 22:03:31.347,3.959777
1908548,2023-08-31 22:03:40.166,3.960387
2389824,2023-08-31 22:03:43.088,4.218879
1535170,2023-08-31 22:03:46.011,4.189276
1962961,2023-08-31 22:03:46.085,4.004639
4942665,2023-08-31 22:03:49.696,3.627735
5589550,2023-08-31 22:03:52.604,4.130375
3685538,2023-08-31 22:03:54.179,3.960387
1154859,2023-08-31 22:04:01.246,3.88348
2891955,2023-08-31 22:04:05.972,4.337291
294946,2023-08-31 22:04:11.199,3.988769
3312797,2023-08-31 22:04:11.423,3.831904
2858456,2023-08-31 22:04:11.752,3.751335
779817,2023-08-31 22:04:15.048,3.90698
2318662,2023-08-31 22:04:19.840,4.218574
7594896,2023-08-31 22:04:24.744,3.87463
2174087,2023-08-31 22:04:26.224,4.125492
5322844,2023-08-31 22:04:31.010,4.13068
3167261,2023-08-31 22:04:38.083,4.201788
7021169,2023-08-31 22:04:39.842,4.228034
3454043,2023-08-31 22:04:41.974,3.974426
6985206,2023-08-31 22:04:44.888,3.827631
2008869,2023-08-31 22:04:48.170,3.979308
4397490,2023-08-31 22:04:53.891,4.538407
